As,Au,Co,Cu,Fe,Hg,Mn,Mo,Ni,U,Zn,x,y
2,6,16,33,4.44999981,42,1100,3,33,4.30000019,102,652570.9628,6240621.573
-1,-1,25,24,4.55000019,50,1400,4,33,0.80000001,92,652570.9681,6258921.996
-1,0,9,17,4,88,490,2,7,5,80,652657.5802,6419398.932
-1,0,4,14,0.75,40,200,8,7,29.60000038,162,652693.2694,6441500.591
-1,0,6,23,2.17000008,75,615,2,14,4.80000019,140,652729.0207,6382150.995
4,6,3,13,0.69999999,76,100,2,11,1.89999998,38,652767.6506,6102421.236
4,7,14,37,4.5,74,785,2,41,3.70000005,116,652770.6366,6189221.717
4,4,8,28,2.29999995,50,310,2,28,0.2,80,652967.3449,6083020.484
-1,0,6,12,3.95000005,40,2750,11,7,13.30000019,118,653038.4781,6445943.072
5,7,15,47,3.79999995,90,685,2,44,1.79999995,126,653070.8163,6197221.851
2,6,11,32,2.6500001,42,340,3,30,2.79999995,96,653070.8836,6228421.359
-1,0,10,24,1.77999997,69,355,2,15,19.79999924,90,653077.4363,6422667.075
1,-1,10,27,2.70000005,32,360,3,19,3.0999999,74,653170.8772,6252422.848
5,10,18,51,2.79999995,90,325,2,40,1.5,110,653268.7624,6115620.386
-1,-1,8,21,3.25,24,395,3,20,0.80000001,86,653371.4682,6269023.114
3,9,13,38,3.20000005,70,425,3,38,2.0999999,126,653469.8168,6148920.75
5,6,14,45,2.9000001,30,355,2,21,2.79999995,82,653470.8694,6240221.673
7,-1,5,12,1.29999995,30,170,-2,13,0.5,40,653567.6382,6095020.61
3,8,10,33,1.60000002,60,300,2,26,1.5,104,653569.3505,6139520.795
8,9,15,88,3.29999995,90,465,2,56,0.89999998,144,653569.7646,6162821.509
-1,-1,9,19,2.20000005,52,360,2,13,1,70,653570.9272,6255522.117
1,0,11,30,0.86000001,69,220,2,10,12,110,653655.7068,6426029.466
7,14,11,32,3,160,510,2,38,2.29999995,118,653670.7264,6199221.638
-1,0,8,24,2.75999999,50,490,2,20,4.80000019,200,653707.9371,6384154.964
4,-1,3,9,1.29999995,65,180,-2,14,0.2,34,653767.1595,6058919.713
5,-1,11,37,4.30000019,64,355,3,47,0.69999999,144,653770.2441,6165821.619
5,4,9,28,3,30,355,3,35,1.29999995,104,653770.7655,6209621.16
-1,0,5,4,4.5,40,270,32,4,5,80,653778.0439,6448370.993
-1,0,10,39,0.89999998,18,130,3,40,2.0999999,86,653871.4471,6266822.995
-1,4,9,18,2.4000001,24,670,-2,18,1.5,58,653969.9708,6152021.572
4,16,16,35,4.9000001,210,1350,2,46,0.69999999,140,654070.5294,6183121.982
4,8,12,34,2.5,80,425,2,37,0.2,96,654167.2188,6091520.543
1,7,13,76,1,92,200,0,47,10.19999981,78,654168.4699,6123020.745
2,6,20,28,4.69999981,74,990,-2,50,1,156,654170.7186,6193420.974
-1,-1,6,11,1.75,30,285,-2,14,2.4000001,44,654171.0029,6272123.06
2,5,14,33,3.29999995,46,425,2,41,1.60000002,96,654267.7337,6087720.414
3,8,17,37,6.30000019,72,1450,-2,47,0.69999999,130,654269.3292,6136221.415
3,4,10,23,3.70000005,60,850,-2,36,0.2,110,654269.6588,6157220.778
-1,0,4,6,2.29999995,50,185,-2,7,38.90000153,86,654300.2727,6452118.377
1,-1,15,32,4.30000019,104,515,3,48,1.10000002,140,654370.7988,6206721.78
4,7,5,42,2.4000001,64,540,2,28,2.5,70,654468.0585,6104921.164
-1,7,4,26,1.25,52,275,2,23,1.70000005,96,654470.8886,6231021.929
-1,0,4,10,29.5,30,365,21,4,54.70000076,128,654543.9992,6454319.06
-1,-1,6,10,0.62,364,200,4,13,0.60000002,46,654567.3428,6074819.861
1,11,14,155,1.60000002,120,700,-2,49,5.19999981,176,654568.685,6119220.928
4,10,16,65,4.69999981,80,1000,4,56,3,146,654769.2241,6129621.333
2,0,15,38,4.4000001,46,550,-2,47,0.2,134,654769.9708,6178621.867
5,5,14,37,4.69999981,46,525,3,48,1.79999995,138,654770.0731,6175521.675
-1,0,3,7,1.10000002,14,290,-2,12,1.70000005,34,654770.8553,6222421.994
-1,2,4,27,1.60000002,32,305,-2,23,6.4000001,64,654770.8606,6237922.396
-1,0,9,14,16.10000038,60,9350,56,10,41.09999847,166,654815.1708,6444638.605
2,0,2,13,0.77999997,94,225,-2,15,0.2,88,654866.8737,6062919.723
6,0,11,55,3.4000001,100,375,4,39,2.20000005,108,654868.5439,6112120.492
2,-1,13,33,3.5,110,365,3,39,0.2,112,654870.4018,6203521.255
4,4,11,40,3.5,40,560,-2,40,2.0999999,130,655068.205,6108820.42
5,-2,12,36,5.19999981,44,510,3,95,1.79999995,126,655069.4458,6156021.473
8,10,16,38,3.5999999,116,375,-2,43,0.89999998,110,655167.6986,6098720.236
-1,0,6,12,1.45000005,30,225,8,11,33.5,140,655232.1092,6454266.859
2,3,16,67,3.79999995,14,2600,2,49,0.2,136,655268.7068,6127521.356
6,6,31,39,11,32,7800,6,59,1.10000002,126,655271.3198,6248822.607
4,5,13,30,3.4000001,60,560,-2,36,1.70000005,110,655369.2904,6144520.701
1,-1,9,27,2.04999995,52,535,3,16,3.5999999,68,655371.1933,6244122.25
5,-2,13,37,3.79999995,70,460,-2,49,3,120,655469.2987,6133521.143
-1,0,10,28,2.03999996,74,485,-2,15,26.39999962,100,655518.2946,6429358.978
-1,0,6,12,1.89999998,70,180,-2,9,9.69999981,132,655558.4346,6438906.517
8,5,16,38,4.0999999,34,1520,2,49,2,138,655570.2634,6170721.109
1,-1,16,30,3.5999999,100,1100,2,43,2.29999995,126,655570.6463,6186421.718
2,6,12,42,3.29999995,42,760,-2,45,4.30000019,126,655570.76,6234621.362
-1,0,7,16,2.3499999,70,395,14,9,130,128,655658.5127,6441479.488
-1,0,9,20,1.76999998,80,415,-2,11,3.9000001,91,655678.764,6417794.229
3,6,6,17,1.70000005,74,180,2,20,1.89999998,88,655767.034,6065520.082
1,0,4,2,1.60000002,30,255,8,4,9.5,44,655805.5352,6450998.138
5,7,13,35,4.19999981,56,435,2,39,2.5,125,655870.2179,6168421.438
-1,0,7,19,1.38,63,340,2,9,9.80000019,80,655994.6749,6422517.61
-1,0,5,16,1.70000005,60,410,12,8,20.70000076,215,656051.3284,6449586.722
3,-1,6,13,1.79999995,60,215,-2,18,0.2,42,656167.0832,6057619.577
1,4,8,13,1.70000005,25,565,2,26,3,58,656271.2823,6237521.509
6,-1,16,29,4,102,2000,2,40,0.2,114,656370.2342,6189220.913
-1,-1,7,24,3.5,28,570,2,25,1.20000005,72,656371.3187,6259322.685
-1,-1,11,47,1.39999998,84,285,3,24,2.5,80,656371.4011,6252322.621
-1,0,3,10,1.29999995,40,130,6,6,16.10000038,64,656404.5508,6443940.793
4,5,5,42,0.77999997,50,240,2,24,2.29999995,88,656468.8939,6129821.531
1,0,8,20,3.19000006,57,725,10,13,12.39999962,120,656499.6539,6425693.727
-1,0,9,20,3.75,60,615,2,9,17.10000038,118,656655.2597,6434042.14
1,-2,-2,7,0.22,100,80,2,5,0.2,100,656666.5055,6053520.419
-1,0,4,12,1.75,70,225,12,6,33.5,90,656740.1947,6447256.558
14,-2,10,38,3.29999995,70,350,0,44,4.30000019,104,656769.4845,6157621.51
-1,0,7,14,1.10000002,60,225,3,12,4,112,656823.1815,6456520.928
6,6,20,36,3.0999999,60,400,-2,39,1.70000005,60,656867.5578,6099220.683
5,0,9,34,2.29999995,80,415,2,40,2,106,656969.4167,6148821.663
-1,0,12,15,1.88999999,54,475,-2,13,5.30000019,97,656977.5769,6419397.464
1,6,3,53,1.79999995,34,425,2,37,1.5,86,657067.7743,6104320.315
1,5,13,37,4,76,475,-2,44,2.0999999,114,657069.051,6140821.689
-1,0,6,28,2.95000005,50,380,6,14,21.20000076,94,657109.4197,6431942.348
3,12,15,33,5,130,590,-2,37,0.5,132,657370.5026,6186920.977
-1,-1,4,24,1.10000002,96,275,2,13,0.2,56,657371.2565,6255922.398
-1,0,5,12,2.04999995,60,140,2,9,8.89999962,118,657446.4186,6439978.371
2,5,13,28,3.29999995,60,410,2,32,0.69999999,94,657467.5255,6095320.065
3,7,9,33,1.29999995,70,250,3,39,1.79999995,82,657467.6191,6092620.102
4,5,14,39,4.4000001,60,600,2,49,2.70000005,126,657468.8671,6138021.043
3,7,8,25,1.29999995,96,415,3,32,2.29999995,80,657567.8515,6103120.494
3,2,6,6,0.60000002,-10,210,-2,8,1.29999995,24,657571.2447,6288622.524
-1,0,6,10,1.10000002,70,190,-2,12,2.9000001,104,657647.0407,6458894.427
5,8,13,85,2.5,90,890,4,44,1.39999998,116,657668.346,6112820.458
2,-2,15,38,4.80000019,68,535,2,54,3.4000001,142,657769.7593,6160821.191
8,-1,5,23,1.20000005,70,220,3,16,0.60000002,88,657769.9048,6174920.892
2,12,15,39,3.79999995,160,340,3,48,1.29999995,132,657770.3798,6196521.99
-1,8,11,33,2.4000001,84,405,3,23,3.5999999,86,657771.3705,6245922.157
9,6,13,33,4.19999981,40,1150,-2,32,0.2,94,657867.1226,6084519.849
8,11,8,18,2.70000005,80,335,6,19,0.2,56,657967.23,6077220.018
3,-1,6,8,1.20000005,30,290,-2,10,0.2,30,657967.3315,6087420.465
2,9,10,48,2.70000005,86,540,2,44,1.79999995,106,657968.2705,6119121.38
6,11,11,50,2.20000005,96,760,3,32,1.29999995,140,657969.7203,6171521.482
-1,-1,14,55,1.79999995,90,285,3,28,2.9000001,88,657971.1638,6249622.096
-1,-2,8,11,6,33,240,7,8,2.29999995,72,657971.3065,6284522.552
3,12,16,35,4.30000019,144,460,3,48,0.2,130,658070.5225,6199921.99
1,-1,10,17,2,-10,480,-2,20,2,54,658071.0364,6264822.32
-1,2,10,20,2.25,30,800,2,17,3.20000005,64,658071.4563,6273423.355
-1,0,7,32,1.29999995,50,220,4,15,11.39999962,66,658160.3148,6431899.182
1,0,2,6,0.27000001,60,120,3,9,0.2,72,658166.9135,6070019.707
1,-1,6,9,0.95999998,30,215,-2,9,0.30000001,30,658167.3873,6082519.951
4,0,12,74,3.5,50,700,2,38,2.79999995,130,658167.9386,6107821.196
-1,0,11,20,17,80,13500,50,12,98.69999695,275,658180.2785,6448660.222
6,0,15,100,2.70000005,134,575,2,57,3.70000005,134,658368.3094,6116620.418
2,-1,13,83,2.4000001,30,540,-2,54,4.80000019,138,658368.6463,6126020.518
7,11,15,65,3.5,90,870,4,38,4.69999981,153,658369.8733,6168421.222
-1,0,4,4,1,30,170,3,3,12.60000038,52,658404.178,6444334.415
3,-2,13,32,3.4000001,65,500,2,48,2.70000005,122,658469.0422,6132721.091
2,6,15,33,2.70000005,42,570,2,32,4.19999981,88,658570.783,6242822.115
1,-1,17,73,2.3499999,144,690,3,47,2.20000005,148,658570.9619,6262122.287
5,8,6,15,0.77999997,65,170,4,18,1.39999998,56,658667.0153,6066419.647
3,7,18,83,4.0999999,80,1250,4,64,2,142,658668.7117,6123020.32
-1,-1,8,30,0.94999999,24,285,3,18,1.79999995,82,658671.1227,6270822.925
2,-1,3,13,0.49000001,44,215,3,11,0.2,60,658766.8226,6064220.062
-1,1,9,19,2.9000001,22,715,-2,25,3.0999999,80,658770.8347,6225222.386
1,6,23,44,3.20000005,42,915,3,50,4.80000019,138,658770.9827,6232721.527
-1,5,9,33,3.3499999,42,510,3,27,3.5999999,94,658771.0738,6234222.35
-1,0,4,18,3,50,375,12,9,23.5,150,658805.3975,6451602.229
-1,0,2,6,1.79999995,30,260,5,6,17.70000076,62,658841.1643,6453205.403
-1,0,11,32,1.20000005,70,320,4,17,49.40000153,106,658894.7658,6433322.736
4,-1,12,24,3.0999999,68,510,3,32,1.79999995,146,658969.1727,6153621.38
1,0,22,24,2.91000009,54,565,2,15,7.4000001,110,659081.6752,6421136.786
-1,0,6,2,3.0999999,50,615,3,2,9.19999981,74,659130.591,6443048.218
1,5,14,29,3.4000001,60,435,3,40,1.79999995,126,659169.9659,6178121.259
-1,0,5,4,2.3499999,30,325,3,4,8.5,70,659223.8017,6456434.075
3,-1,7,12,2,50,720,2,12,2.70000005,54,659269.0481,6147820.55
6,0,12,25,2,120,275,2,36,1.60000002,114,659270.2008,6181721.082
-1,0,4,20,1.89999998,60,230,8,10,16.29999924,152,659360.8303,6455266.972
1,3,13,31,4,44,535,-2,42,2.5,124,659369.1274,6145720.97
-1,0,6,8,1.45000005,30,315,10,6,16.10000038,74,659450.0217,6446993.461
-1,0,4,6,1.64999998,30,160,7,4,10.89999962,62,659501.676,6441727.783
3,11,13,63,2.79999995,106,410,3,34,4.5,130,659569.3166,6138820.704
-1,0,12,12,7.44999981,60,850,22,8,18.20000076,182,659571.5812,6436450.627
-1,0,7,23,2.53999996,94,465,4,11,8.60000038,110,659622.4646,6423436.555
6,10,10,35,2.5,88,395,10,18,4,96,659769.1836,6151321.076
4,9,10,36,2.70000005,74,320,4,30,4.5999999,90,659769.3694,6158520.949
4,9,15,47,3.5,78,480,4,50,0.60000002,158,659769.6677,6166620.74
-1,-1,14,38,2.29999995,62,320,2,33,2,106,659871.248,6259122.653
2,-2,5,7,0.79000002,222,460,-2,8,0.2,58,659967.3509,6074020.635
2,6,14,48,3.79999995,40,620,3,67,5.0999999,114,660068.7108,6134420.795
-1,0,6,14,3.0999999,60,655,2,10,21,134,660094.0967,6457976.262
-1,0,7,6,7.8499999,30,810,20,4,13.30000019,106,660167.6863,6439321.33
9,12,11,24,1.79999995,140,250,3,30,0.89999998,86,660167.7867,6099719.871
-1,0,7,12,2.45000005,60,230,6,8,7.80000019,178,660250.8308,6456561.398
1,10,13,35,4.69999981,100,490,2,40,4.5999999,138,660270.4879,6189220.831
-1,5,13,21,3.5,22,1000,2,27,1.70000005,94,660270.7001,6228221.997
2,-1,4,7,1.10000002,30,150,-2,12,0.2,26,660366.8668,6054419.363
-1,0,7,16,2.20000005,67,420,4,9,13.69999981,85,660407.8548,6427228.71
4,-1,13,49,3.79999995,40,600,2,34,2.29999995,130,660468.6627,6129220.822
-1,0,7,14,1.70000005,50,190,7,9,10.89999962,94,660499.2769,6443788.817
1,-2,4,65,0.88,70,405,-2,10,0.2,66,660567.2598,6076819.719
1,8,11,28,3.29999995,60,425,2,31,1.29999995,88,660568.0165,6111721.252
-1,-1,8,32,2,74,605,2,17,1.39999998,94,660570.9682,6252422.327
-1,0,7,6,1.75,30,570,5,3,17.70000076,54,660572.5867,6432365.639
-1,0,15,13,5.19000006,47,2700,-2,10,15,87,660617.6153,6430511.923
1,-1,3,13,1.20000005,30,360,2,16,0.2,94,660666.9403,6055420.157
5,10,18,43,4.80000019,100,670,4,45,2.0999999,128,660769.5588,6161021.844
1,-1,14,32,4,64,465,2,45,2.5999999,140,660769.7373,6168721.776
4,9,23,41,3.20000005,96,760,6,17,0.30000001,102,660769.8211,6172021.597
7,8,9,47,2.5999999,60,675,4,55,2.29999995,140,660968.3579,6116021.122
1,-1,16,34,4.69999981,100,490,3,42,1.5,150,660970.5224,6192020.91
2,0,9,16,1.39999998,40,280,3,7,23.20000076,100,661005.5625,6434610.138
-1,0,6,12,7.44999981,60,365,8,8,11.80000019,142,661063.066,6448618.087
2,-1,39,22,5.6500001,50,880,4,35,1.20000005,102,661071.2636,6267221.834
4,-1,3,11,0.57999998,60,150,4,10,0.2,46,661167.3043,6069620.296
2,-2,14,37,3.5,50,610,2,71,3,112,661169.1213,6136321.221
3,7,13,35,4.19999981,74,430,3,36,4.80000019,130,661170.3257,6186421.352
-1,-4,9,31,2.5,54,460,3,17,11.5,74,661171.2584,6271922.322
-1,0,6,18,1.79999995,70,100,-2,12,5.0999999,96,661285.657,6442382.778
-1,0,2,4,0.89999998,50,250,5,5,3.79999995,62,661290.6584,6462732.326
8,16,12,27,1.29999995,230,285,-2,20,0.60000002,84,661367.7022,6091620.687
1,-1,25,57,4.1500001,38,1950,4,49,1.39999998,154,661370.9865,6256021.615
-1,-1,7,44,1.35000002,96,190,4,22,3.0999999,60,661371.3193,6245222.463
-1,0,9,12,15.30000019,70,515,7,8,10.19999981,156,661440.1534,6450326.632
-1,0,5,8,1.14999998,40,175,6,7,14.69999981,62,661446.459,6447336.209
-1,5,5,33,1.10000002,52,295,-2,24,1.89999998,104,661471.0299,6234321.399
1,7,10,34,2.5,94,635,5,18,14.60000038,76,661471.278,6275522.945
-1,2,14,44,3.5999999,22,450,2,43,1.39999998,112,661668.1348,6126020.614
1,0,4,14,5.1500001,50,285,13,9,47.59999847,112,661669.1782,6453588.639
-1,6,17,40,4.5,80,700,2,52,2.29999995,150,661669.842,6181221.536
3,10,10,83,2.29999995,96,605,4,36,4.30000019,94,661670.9465,6242222.093
2,-1,13,24,4.55000019,33,1150,6,17,28.79999924,76,661671.2423,6287722.048
1,-1,5,52,1,144,275,4,18,9,58,661671.3387,6278922.421
6,-1,5,13,1.29999995,80,200,-2,17,0.2,40,661766.965,6064819.923
4,9,18,41,3.4000001,70,800,3,41,1.70000005,116,661767.5623,6102220.398
3,10,12,78,2.4000001,126,410,2,43,2.29999995,94,661768.4319,6122920.745
-1,6,10,22,2.79999995,42,340,3,27,3.79999995,134,661771.1254,6225622.016
1,9,14,68,3.9000001,90,500,3,27,4.4000001,108,661771.2398,6248022.165
-1,0,5,27,0.91000003,127,165,2,9,3,72,661804.9697,6412871.857
2,-1,33,64,5.25,100,1250,3,51,2.20000005,176,661821.5722,6262422.412
-1,0,6,10,0.75,30,55,-2,6,4.30000019,64,661893.5784,6437234.355
3,-1,18,51,4.5,74,785,3,45,2.0999999,150,662069.9899,6179621.016
-1,4,8,34,1.5,36,180,2,17,0.5,62,662071.1327,6283222.307
2,0,11,67,1.36000001,87,180,2,16,4.0999999,120,662163.5829,6407133.043
7,14,6,32,1,132,130,4,26,0.89999998,68,662166.982,6067620.011
5,9,15,44,3.29999995,86,585,4,37,1.10000002,116,662167.2179,6094419.9
3,-2,5,10,1,40,475,2,11,0.80000001,68,662167.2223,6080619.737
1,2,7,25,2.29999995,20,700,-2,23,0.5,58,662267.6541,6105320.868
-1,0,9,10,5.3499999,40,1450,-2,8,8.80000019,98,662345.4829,6441494.088
2,9,9,35,2.4000001,80,550,4,38,2.5,100,662368.1701,6119420.773
-1,-1,10,30,2.6500001,52,480,-2,33,4.5999999,94,662470.7035,6231421.214
-1,0,10,16,8.85000038,80,1100,8,8,14.80000019,180,662525.3075,6450181.527
-1,0,8,14,3.6500001,50,345,6,9,6.69999981,124,662547.7112,6438033.486
7,30,7,58,1.39999998,376,325,6,30,3,86,662567.0459,6088020.475
3,4,15,71,4,30,1150,2,51,3,140,662567.7474,6108521.09
6,9,12,45,3.0999999,70,485,3,36,2,125,662669.6963,6175021.045
-1,2,7,13,2.5,11,775,3,17,2.5999999,52,662671.1452,6290922.106
-1,1,6,15,1.89999998,22,640,-2,20,2.0999999,68,662771.0367,6238121.313
-1,0,5,34,1.13,99,145,2,25,2.5999999,130,662954.5054,6321742.79
-1,0,8,16,14.19999981,80,645,9,6,21.89999962,148,663063.3736,6446537.384
4,7,14,42,3.79999995,84,425,2,40,1.5,150,663069.2165,6160121.073
3,-2,4,11,1.20000005,32,120,5,11,0.2,66,663167.2079,6080819.676
2,-1,10,29,2.95000005,32,545,-2,31,3.79999995,106,663170.6635,6227821.157
6,-1,12,29,3,84,710,2,32,2.5,136,663270.3408,6186920.725
3,0,20,6,18.79999924,40,25000,51,9,23.60000038,192,663318.7651,6458037.998
-1,0,4,6,1.79999995,90,465,-2,5,7,82,663344.0092,6459559.546
3,-1,13,32,4.69999981,50,430,2,44,2.79999995,140,663469.5093,6169421.483
-1,0,6,10,5.9000001,50,585,5,9,16.70000076,104,663530.2321,6455982.249
-1,0,13,38,1.86000001,67,285,2,16,6.0999999,120,663564.7662,6412310.059
3,4,12,46,3.70000005,30,540,-2,43,1.10000002,116,663668.8351,6140721.296
6,-1,12,27,3.70000005,34,1000,2,34,0.2,116,663669.0889,6151021.429
-1,0,6,14,1.45000005,50,240,3,8,18,70,663669.5948,6432659.883
2,-1,15,29,3.9000001,26,835,3,32,3.4000001,102,663671.069,6239021.58
1,0,16,15,5.21999979,34,1320,-2,14,13.10000038,120,663698.5818,6429774.511
-1,0,9,16,2.5,50,305,8,11,30.29999924,116,663715.9788,6452914.834
5,7,13,35,3.79999995,50,360,2,40,1.70000005,108,663766.8146,6055620.197
4,3,10,22,3.0999999,40,320,-2,35,1.89999998,106,663767.0171,6053519.484
7,-1,12,35,3,70,380,2,38,1.79999995,130,663769.806,6176121.63
-1,0,10,22,15.10000038,60,7150,5,11,11.30000019,194,663794.3931,6440805.592
-1,0,7,24,1.96000004,100,455,2,11,10.39999962,95,663868.8795,6426574.556
-1,0,8,22,2.30999994,67,435,2,12,7.30000019,91,663904.4875,6424056.842
-1,0,13,45,0.94999999,74,180,2,16,5.19999981,100,663952.9155,6417581.487
1,0,4,10,3.29999995,50,625,10,9,35,134,663956.5849,6462977.135
3,12,10,72,2,148,400,4,48,4.0999999,134,663967.6257,6115220.797
6,6,13,42,3.70000005,80,515,-2,48,1.79999995,144,663968.7197,6133320.761
2,-1,9,19,2.29999995,38,340,-2,21,2.79999995,66,663970.8838,6231821.682
-1,0,7,14,0.89999998,30,150,11,11,45.09999847,240,663975.1519,6460763.997
-1,0,9,20,5.05000019,60,415,10,12,37.79999924,132,663990.8674,6435563.47
8,11,18,44,1.89999998,140,535,4,38,2.79999995,76,664067.3953,6094520.426
5,8,7,72,3.79999995,60,325,2,37,2.0999999,116,664067.6147,6106020.634
7,9,18,42,3.20000005,76,625,2,39,2.0999999,124,664067.6554,6091520.577
-1,0,4,20,3.5999999,80,530,5,8,20,110,664078.56,6433879.441
-1,0,11,16,2.24000001,47,505,-2,14,5.69999981,88,664118.7802,6420216.663
5,11,5,38,1.5,110,180,2,22,1.20000005,64,664167.1459,6065619.404
4,-1,11,28,2.20000005,30,480,-2,22,1.5,82,664169.0225,6142820.539
-1,0,4,6,0.69999999,50,155,2,4,7.30000019,44,664230.173,6444175.515
3,6,7,23,1.29999995,70,240,3,36,0.69999999,40,664267.416,6077319.728
-1,-2,6,13,1.29999995,40,290,3,23,2.29999995,90,664269.4956,6165920.938
1,11,16,77,2.20000005,110,440,2,43,1.70000005,112,664368.0643,6111821.165
-1,-1,7,46,0.94999999,42,305,3,22,6.30000019,48,664371.407,6279822.769
-1,5,17,37,5.5,30,2850,5,33,4.19999981,96,664371.468,6275621.985
-1,0,6,20,12.39999962,90,1050,19,10,32.09999847,230,664464.3241,6451254.819
4,6,4,25,1.5,34,370,3,19,0.2,113,664469.7188,6171521.182
3,-1,22,20,3,14,710,2,23,1.79999995,76,664471.3967,6284622.814
3,7,2,24,1,82,300,2,18,1.79999995,68,664567.4021,6070720.008
3,4,16,60,3.0999999,50,540,2,30,1.10000002,128,664568.8753,6137621.027
-1,1,10,16,2.20000005,18,840,2,16,2.29999995,66,664571.3292,6269821.879
1,-1,18,43,3.29999995,66,815,4,47,3.79999995,110,664668.1211,6131221.213
1,-1,7,12,1.95000005,11,775,2,14,2.0999999,56,664671.6841,6272422.202
9,11,11,22,1.10000002,96,190,3,24,0.5,50,664767.8622,6101020.138
-1,-1,5,33,1.89999998,42,605,2,24,2.4000001,86,664771.0611,6258522.674
1,3,16,30,6.4000001,26,2950,6,23,2.5999999,74,664771.3194,6298522.765
-1,-1,7,28,2.9000001,72,760,2,20,1.39999998,106,664771.581,6264322.701
2,-1,18,48,3.4000001,64,725,2,59,1.79999995,134,664868.2805,6120820.323
5,0,19,65,2.5,140,480,2,62,2.4000001,140,664868.2805,6120820.323
4,3,10,36,3,30,360,3,53,0.2,96,664967.225,6064319.69
2,11,14,40,4.9000001,110,575,2,51,1.89999998,146,664969.8126,6182021.647
-1,-1,9,41,1.25,84,380,2,22,2,84,664971.4365,6254022.003
-1,0,4,20,0.94999999,60,115,6,8,97.59999847,118,665041.1031,6450600.659
3,5,13,55,3.4000001,10,480,2,44,4,136,665068.3052,6126620.693
-1,-1,5,24,2.0999999,42,295,-2,22,2.79999995,90,665070.7069,6241322.009
2,5,10,22,1.95000005,11,1050,5,26,4.69999981,76,665071.3289,6290322.955
-1,0,5,12,1.64999998,50,204,-2,9,6.5999999,94,665083.2247,6442390.33
-1,0,8,14,2.20000005,20,400,3,11,12.39999962,64,665145.6573,6433696.121
3,8,16,38,3.79999995,58,540,2,44,2.20000005,148,665169.6904,6179220.539
2,-1,15,32,4.5,32,600,4,41,2.29999995,136,665170.3315,6192721.642
3,-1,24,39,11,72,1850,12,22,2.5999999,124,665171.0768,6266622.69
1,0,5,6,0.85000002,40,250,4,9,3.29999995,70,665212.8131,6455852.602
-1,0,12,24,2.54999995,34,375,-2,15,6.80000019,81,665247.7671,6396643.957
5,5,9,32,1.60000002,44,500,3,38,0.2,120,665266.8608,6058619.736
13,-1,10,25,6.69999981,96,640,2,19,1.20000005,98,665267.0843,6074320.16
3,6,39,51,10,48,4700,8,33,1,152,665271.2742,6247421.653
3,-1,6,17,1.5,14,380,6,15,2.0999999,60,665271.3545,6301922.437
-1,0,9,38,2.4000001,60,245,10,23,45.40000153,136,665328.6679,6435258.665
2,7,16,48,4.19999981,50,575,2,56,0.2,134,665368.0425,6123819.99
2,0,13,29,4.30000019,98,540,2,39,4,150,665369.9936,6188521.097
3,-1,10,34,2.9000001,32,855,3,32,4.4000001,94,665370.4246,6224622.052
1,-1,6,32,2,25,310,2,26,6,84,665370.6608,6222421.437
1,-1,17,41,4.0999999,84,630,2,27,2,110,665371.3773,6255222.1
9,-1,12,28,1.79999995,82,310,2,24,3.5999999,86,665467.259,6088119.939
3,5,32,53,5.4000001,16,2500,2,65,1.5,154,665468.0503,6108620.179
1,0,10,39,2.5999999,64,450,3,34,3.9000001,100,665469.4168,6163221.159
-1,0,3,6,2.45000005,50,230,2,8,11.10000038,74,665470.7458,6460463.951
1,-1,8,53,1.70000005,68,570,2,22,4.19999981,76,665471.1786,6244922.26
-1,0,9,37,1.69000006,71,815,-2,18,5.5,220,665538.5943,6337515.904
1,0,14,28,3,40,465,-2,18,6.9000001,100,665637.9973,6395907.577
-1,0,5,6,1.64999998,30,350,-2,5,11.80000019,86,665663.6928,6464388.202
-1,0,2,8,1.75,50,150,2,6,45.59999847,78,665753.9912,6450077.53
5,7,6,64,2.70000005,70,450,4,48,2.70000005,108,665767.4525,6099119.896
